10,17
12,17
12,17
10,17
8,17
8,18
8,18
6,18
8,18
6,18
8,18
8,18
8,18
10,17
12,17
12,17
12,17
12,17
12,17
12,17
12,17
12,17
12,17
12,15
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,13
12,15
12,17
12,17
12,17
14,17
12,17
12,17
14,17
16,17
16,15
16,16
16,16
16,14
16,12
18,12
18,10
18,12
16,12
16,12
16,12
16,12
16,12
16,12
16,12
16,12
16,12
16,14
16,12
16,12
16,14
16,12
16,12
16,12
16,14
16,16
17,16
16,17
14,17
12,17
10,17
8,17
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
8,18
